latitude,longitude,gs,TrueTrack,date,time
35.295784,136.241547,10.2,283,2024-07-27,10:08:52
35.295795,136.241501,10.0,286,2024-07-27,10:08:53
35.295807,136.241440,9.9,286,2024-07-27,10:08:54
35.295822,136.241394,10.4,289,2024-07-27,10:08:55
35.295841,136.241333,10.5,292,2024-07-27,10:08:56
35.295860,136.241287,10.6,292,2024-07-27,10:08:57
35.295876,136.241226,10.9,295,2024-07-27,10:08:58
35.295902,136.241180,11.0,297,2024-07-27,10:08:59
35.295921,136.241119,11.8,296,2024-07-27,10:09:00
35.295944,136.241043,11.8,292,2024-07-27,10:09:01
35.295963,136.240982,12.0,291,2024-07-27,10:09:02
35.295982,136.240921,11.8,288,2024-07-27,10:09:03
35.296001,136.240875,11.4,289,2024-07-27,10:09:04
35.296021,136.240799,12.2,285,2024-07-27,10:09:05
35.296040,136.240738,13.2,283,2024-07-27,10:09:06
35.296059,136.240662,13.6,283,2024-07-27,10:09:07
35.296074,136.240585,14.2,282,2024-07-27,10:09:08
35.296097,136.240509,14.0,283,2024-07-27,10:09:09
35.296108,136.240433,13.0,281,2024-07-27,10:09:10
35.296124,136.240372,12.9,282,2024-07-27,10:09:11
35.296143,136.240311,13.2,283,2024-07-27,10:09:12
35.296158,136.240250,13.5,284,2024-07-27,10:09:13
35.296169,136.240173,13.3,286,2024-07-27,10:09:14
35.296192,136.240097,12.7,287,2024-07-27,10:09:15
35.296211,136.240036,13.1,289,2024-07-27,10:09:16
35.296230,136.239960,13.5,292,2024-07-27,10:09:17
35.296253,136.239914,12.4,293,2024-07-27,10:09:18
35.296276,136.239853,12.0,296,2024-07-27,10:09:19
35.296299,136.239777,12.0,297,2024-07-27,10:09:20
35.296326,136.239716,12.4,297,2024-07-27,10:09:21
35.296356,136.239655,12.8,296,2024-07-27,10:09:22
35.296383,136.239594,13.2,297,2024-07-27,10:09:23
35.296417,136.239532,13.7,296,2024-07-27,10:09:24
35.296440,136.239456,14.0,296,2024-07-27,10:09:25
35.296467,136.239380,13.4,294,2024-07-27,10:09:26
35.296494,136.239319,13.4,293,2024-07-27,10:09:27
35.296516,136.239243,12.8,291,2024-07-27,10:09:28
35.296539,136.239182,13.0,289,2024-07-27,10:09:29
35.296558,136.239105,13.8,288,2024-07-27,10:09:30
35.296577,136.239029,13.8,288,2024-07-27,10:09:31
35.296600,136.238953,14.0,289,2024-07-27,10:09:32
35.296623,136.238876,13.6,290,2024-07-27,10:09:33
35.296646,136.238800,13.3,290,2024-07-27,10:09:34
35.296669,136.238739,13.3,290,2024-07-27,10:09:35
35.296688,136.238663,13.3,289,2024-07-27,10:09:36
35.296711,136.238586,12.9,287,2024-07-27,10:09:37
35.296730,136.238510,13.4,284,2024-07-27,10:09:38
35.296745,136.238434,13.2,283,2024-07-27,10:09:39
35.296761,136.238358,13.3,281,2024-07-27,10:09:40
35.296772,136.238281,14.6,277,2024-07-27,10:09:41
35.296783,136.238205,15.4,276,2024-07-27,10:09:42
35.296791,136.238113,16.4,274,2024-07-27,10:09:43
35.296799,136.238022,16.0,272,2024-07-27,10:09:44
35.296799,136.237946,15.9,269,2024-07-27,10:09:45
35.296799,136.237854,15.9,266,2024-07-27,10:09:46
35.296791,136.237762,15.9,265,2024-07-27,10:09:47
35.296783,136.237671,16.5,263,2024-07-27,10:09:48
35.296772,136.237579,16.3,264,2024-07-27,10:09:49
35.296757,136.237473,16.5,263,2024-07-27,10:09:50
35.296745,136.237396,16.5,263,2024-07-27,10:09:51
35.296738,136.237305,16.1,262,2024-07-27,10:09:52
35.296722,136.237198,16.5,260,2024-07-27,10:09:53
35.296711,136.237106,16.5,257,2024-07-27,10:09:54
35.296692,136.237015,16.5,256,2024-07-27,10:09:55
35.296673,136.236923,16.2,255,2024-07-27,10:09:56
35.296654,136.236832,16.4,254,2024-07-27,10:09:57
35.296631,136.236755,17.4,253,2024-07-27,10:09:58
35.296608,136.236664,17.3,251,2024-07-27,10:09:59
35.296581,136.236557,17.0,250,2024-07-27,10:10:00
35.296555,136.236465,16.4,247,2024-07-27,10:10:01
35.296524,136.236374,16.9,245,2024-07-27,10:10:02
35.296494,136.236298,16.4,244,2024-07-27,10:10:03
35.296463,136.236221,15.7,244,2024-07-27,10:10:04
35.296432,136.236130,15.8,242,2024-07-27,10:10:05
35.296398,136.236053,16.0,242,2024-07-27,10:10:06
35.296364,136.235977,15.6,242,2024-07-27,10:10:07
35.296333,136.235901,15.3,243,2024-07-27,10:10:08
35.296303,136.235825,14.9,245,2024-07-27,10:10:09
35.296276,136.235748,14.9,247,2024-07-27,10:10:10
35.296249,136.235657,15.4,249,2024-07-27,10:10:11
35.296223,136.235580,15.8,246,2024-07-27,10:10:12
35.296196,136.235489,16.0,247,2024-07-27,10:10:13
35.296165,136.235413,16.2,247,2024-07-27,10:10:14
35.296143,136.235321,16.0,246,2024-07-27,10:10:15
35.296108,136.235245,15.9,245,2024-07-27,10:10:16
35.296082,136.235168,15.4,246,2024-07-27,10:10:17
35.296051,136.235092,15.8,246,2024-07-27,10:10:18
35.296021,136.235001,16.0,245,2024-07-27,10:10:19
35.295994,136.234924,16.1,245,2024-07-27,10:10:20
35.295963,136.234833,16.2,245,2024-07-27,10:10:21
35.295937,136.234756,15.6,245,2024-07-27,10:10:22
35.295906,136.234680,15.6,245,2024-07-27,10:10:23
35.295876,136.234604,15.6,245,2024-07-27,10:10:24
35.295845,136.234512,15.8,245,2024-07-27,10:10:25
35.295815,136.234436,15.8,245,2024-07-27,10:10:26
35.295784,136.234360,16.8,246,2024-07-27,10:10:27
35.295750,136.234268,17.1,246,2024-07-27,10:10:28
35.295715,136.234161,17.5,244,2024-07-27,10:10:29
35.295681,136.234085,17.2,245,2024-07-27,10:10:30
35.295647,136.233994,17.2,244,2024-07-27,10:10:31
35.295609,136.233902,16.6,243,2024-07-27,10:10:32
35.295574,136.233826,16.3,244,2024-07-27,10:10:33
35.295540,136.233749,15.9,243,2024-07-27,10:10:34
35.295509,136.233658,15.4,244,2024-07-27,10:10:35
35.295479,136.233582,15.2,245,2024-07-27,10:10:36
35.295448,136.233505,14.6,247,2024-07-27,10:10:37
35.295425,136.233429,14.5,248,2024-07-27,10:10:38
35.295399,136.233353,14.1,250,2024-07-27,10:10:39
35.295383,136.233276,13.6,255,2024-07-27,10:10:40
35.295364,136.233200,13.9,255,2024-07-27,10:10:41
35.295345,136.233124,14.0,256,2024-07-27,10:10:42
35.295330,136.233047,14.2,257,2024-07-27,10:10:43
35.295315,136.232971,14.3,258,2024-07-27,10:10:44
35.295303,136.232880,14.9,257,2024-07-27,10:10:45
35.295288,136.232803,14.7,258,2024-07-27,10:10:46
35.295277,136.232712,15.1,260,2024-07-27,10:10:47
35.295269,136.232635,15.1,259,2024-07-27,10:10:48
35.295258,136.232559,14.8,257,2024-07-27,10:10:49
35.295242,136.232468,14.7,257,2024-07-27,10:10:50
35.295227,136.232391,14.3,255,2024-07-27,10:10:51
35.295204,136.232315,14.2,251,2024-07-27,10:10:52
35.295185,136.232239,13.9,251,2024-07-27,10:10:53
35.295170,136.232162,14.4,253,2024-07-27,10:10:54
35.295147,136.232086,15.1,252,2024-07-27,10:10:55
35.295128,136.232010,15.1,253,2024-07-27,10:10:56
35.295109,136.231918,15.3,253,2024-07-27,10:10:57
35.295090,136.231842,15.0,253,2024-07-27,10:10:58
35.295071,136.231766,15.0,254,2024-07-27,10:10:59
35.295044,136.231689,14.9,252,2024-07-27,10:11:00
35.295025,136.231598,15.0,253,2024-07-27,10:11:01
35.295006,136.231522,14.9,253,2024-07-27,10:11:02
35.294987,136.231430,15.8,252,2024-07-27,10:11:03
35.294960,136.231354,16.2,251,2024-07-27,10:11:04
35.294933,136.231262,16.8,249,2024-07-27,10:11:05
35.294907,136.231171,16.5,251,2024-07-27,10:11:06
35.294880,136.231094,16.0,250,2024-07-27,10:11:07
35.294849,136.231003,16.0,250,2024-07-27,10:11:08
35.294827,136.230911,15.9,250,2024-07-27,10:11:09
35.294804,136.230820,15.5,251,2024-07-27,10:11:10
35.294777,136.230728,15.5,251,2024-07-27,10:11:11
35.294750,136.230652,15.7,250,2024-07-27,10:11:12
35.294727,136.230560,15.9,251,2024-07-27,10:11:13
35.294704,136.230484,15.1,251,2024-07-27,10:11:14
35.294682,136.230392,14.3,252,2024-07-27,10:11:15
35.294659,136.230316,13.9,251,2024-07-27,10:11:16
35.294640,136.230255,13.9,252,2024-07-27,10:11:17
35.294624,136.230179,13.9,254,2024-07-27,10:11:18
35.294605,136.230103,13.9,255,2024-07-27,10:11:19
35.294590,136.230026,13.9,257,2024-07-27,10:11:20
35.294571,136.229950,14.1,257,2024-07-27,10:11:21
35.294556,136.229874,14.4,257,2024-07-27,10:11:22
35.294544,136.229782,14.7,258,2024-07-27,10:11:23
35.294533,136.229706,14.6,260,2024-07-27,10:11:24
35.294521,136.229630,14.2,261,2024-07-27,10:11:25
35.294514,136.229553,13.9,260,2024-07-27,10:11:26
35.294498,136.229477,13.9,260,2024-07-27,10:11:27
35.294491,136.229401,13.7,261,2024-07-27,10:11:28
35.294483,136.229324,14.1,261,2024-07-27,10:11:29
35.294472,136.229248,14.0,262,2024-07-27,10:11:30
35.294468,136.229172,14.1,262,2024-07-27,10:11:31
35.294456,136.229095,13.6,261,2024-07-27,10:11:32
35.294449,136.229019,14.3,257,2024-07-27,10:11:33
35.294434,136.228943,14.3,258,2024-07-27,10:11:34
35.294418,136.228867,14.6,257,2024-07-27,10:11:35
35.294407,136.228775,14.3,259,2024-07-27,10:11:36
35.294395,136.228699,14.3,257,2024-07-27,10:11:37
35.294380,136.228622,14.4,258,2024-07-27,10:11:38
35.294369,136.228546,14.1,261,2024-07-27,10:11:39
35.294357,136.228470,14.3,260,2024-07-27,10:11:40
35.294350,136.228378,14.8,261,2024-07-27,10:11:41
35.294338,136.228302,14.6,262,2024-07-27,10:11:42
35.294331,136.228210,14.6,263,2024-07-27,10:11:43
35.294327,136.228134,13.9,265,2024-07-27,10:11:44
35.294319,136.228058,13.9,266,2024-07-27,10:11:45
35.294315,136.227982,13.5,266,2024-07-27,10:11:46
35.294315,136.227905,13.7,267,2024-07-27,10:11:47
35.294312,136.227829,12.9,267,2024-07-27,10:11:48
35.294312,136.227753,12.9,267,2024-07-27,10:11:49
35.294308,136.227676,12.4,267,2024-07-27,10:11:50
35.294304,136.227615,12.4,266,2024-07-27,10:11:51
35.294300,136.227539,12.4,264,2024-07-27,10:11:52
35.294292,136.227463,12.3,263,2024-07-27,10:11:53
35.294285,136.227386,12.3,264,2024-07-27,10:11:54
35.294281,136.227325,13.0,265,2024-07-27,10:11:55
35.294277,136.227249,13.4,266,2024-07-27,10:11:56
35.294273,136.227173,13.0,265,2024-07-27,10:11:57
35.294273,136.227097,13.0,266,2024-07-27,10:11:58
35.294270,136.227036,13.0,267,2024-07-27,10:11:59
35.294270,136.226959,12.9,268,2024-07-27,10:12:00
35.294266,136.226898,13.2,270,2024-07-27,10:12:01
35.294270,136.226822,13.6,272,2024-07-27,10:12:02
35.294273,136.226746,13.7,271,2024-07-27,10:12:03
35.294273,136.226669,13.9,272,2024-07-27,10:12:04
35.294277,136.226593,13.7,271,2024-07-27,10:12:05
35.294277,136.226501,14.1,272,2024-07-27,10:12:06
35.294277,136.226425,14.1,272,2024-07-27,10:12:07
35.294281,136.226349,14.1,272,2024-07-27,10:12:08
35.294285,136.226257,14.4,271,2024-07-27,10:12:09
35.294285,136.226181,13.8,272,2024-07-27,10:12:10
35.294292,136.226105,13.2,273,2024-07-27,10:12:11
35.294296,136.226028,13.2,273,2024-07-27,10:12:12
35.294300,136.225952,12.9,272,2024-07-27,10:12:13
35.294304,136.225876,12.6,271,2024-07-27,10:12:14
35.294308,136.225800,12.5,272,2024-07-27,10:12:15
35.294308,136.225739,12.6,270,2024-07-27,10:12:16
35.294308,136.225662,12.4,268,2024-07-27,10:12:17
35.294304,136.225601,12.3,268,2024-07-27,10:12:18
35.294296,136.225525,12.3,265,2024-07-27,10:12:19
35.294292,136.225464,12.1,263,2024-07-27,10:12:20
35.294285,136.225388,11.8,263,2024-07-27,10:12:21
35.294277,136.225327,11.6,262,2024-07-27,10:12:22
35.294266,136.225250,12.0,261,2024-07-27,10:12:23
35.294254,136.225189,12.5,259,2024-07-27,10:12:24
35.294243,136.225113,13.3,259,2024-07-27,10:12:25
35.294228,136.225037,13.3,258,2024-07-27,10:12:26
35.294212,136.224976,13.3,257,2024-07-27,10:12:27
35.294197,136.224884,14.3,255,2024-07-27,10:12:28
35.294182,136.224808,14.9,255,2024-07-27,10:12:29
35.294159,136.224731,15.1,254,2024-07-27,10:12:30
35.294140,136.224640,15.4,255,2024-07-27,10:12:31
35.294121,136.224564,15.3,255,2024-07-27,10:12:32
35.294106,136.224472,15.2,255,2024-07-27,10:12:33
35.294090,136.224396,15.2,256,2024-07-27,10:12:34
35.294071,136.224319,15.4,256,2024-07-27,10:12:35
35.294056,136.224228,15.4,255,2024-07-27,10:12:36
35.294037,136.224152,15.0,256,2024-07-27,10:12:37
35.294025,136.224060,14.7,258,2024-07-27,10:12:38
35.294014,136.223984,14.1,259,2024-07-27,10:12:39
35.294003,136.223907,13.7,260,2024-07-27,10:12:40
35.293995,136.223831,13.8,260,2024-07-27,10:12:41
35.293991,136.223770,12.9,260,2024-07-27,10:12:42
35.293983,136.223694,12.7,262,2024-07-27,10:12:43
35.293976,136.223618,13.1,262,2024-07-27,10:12:44
35.293968,136.223557,13.1,263,2024-07-27,10:12:45
35.293961,136.223480,13.4,262,2024-07-27,10:12:46
35.293953,136.223404,13.6,261,2024-07-27,10:12:47
35.293945,136.223312,14.1,260,2024-07-27,10:12:48
35.293934,136.223236,14.6,260,2024-07-27,10:12:49
35.293919,136.223160,14.9,258,2024-07-27,10:12:50
35.293903,136.223083,15.0,257,2024-07-27,10:12:51
35.293884,136.222992,15.3,255,2024-07-27,10:12:52
35.293865,136.222916,15.2,254,2024-07-27,10:12:53
35.293842,136.222824,15.0,252,2024-07-27,10:12:54
35.293819,136.222748,14.7,252,2024-07-27,10:12:55
35.293800,136.222672,14.3,252,2024-07-27,10:12:56
35.293785,136.222595,13.3,254,2024-07-27,10:12:57
35.293766,136.222519,13.0,253,2024-07-27,10:12:58
35.293751,136.222458,13.4,254,2024-07-27,10:12:59
35.293739,136.222382,13.1,257,2024-07-27,10:13:00
35.293720,136.222305,13.5,255,2024-07-27,10:13:01
35.293713,136.222229,13.1,258,2024-07-27,10:13:02
35.293697,136.222153,13.3,258,2024-07-27,10:13:03
35.293686,136.222076,13.4,258,2024-07-27,10:13:04
35.293678,136.222015,13.1,259,2024-07-27,10:13:05
35.293667,136.221939,12.9,260,2024-07-27,10:13:06
35.293659,136.221878,12.6,262,2024-07-27,10:13:07
35.293659,136.221802,12.3,263,2024-07-27,10:13:08
35.293648,136.221741,12.0,264,2024-07-27,10:13:09
35.293644,136.221664,11.2,265,2024-07-27,10:13:10
35.293644,136.221603,11.2,268,2024-07-27,10:13:11
35.293648,136.221558,10.9,269,2024-07-27,10:13:12
35.293648,136.221497,11.3,271,2024-07-27,10:13:13
35.293648,136.221420,11.3,271,2024-07-27,10:13:14
35.293652,136.221359,11.6,271,2024-07-27,10:13:15
35.293652,136.221298,12.0,271,2024-07-27,10:13:16
35.293652,136.221222,12.3,270,2024-07-27,10:13:17
35.293648,136.221161,11.9,270,2024-07-27,10:13:18
35.293648,136.221100,11.8,271,2024-07-27,10:13:19
35.293648,136.221024,11.8,269,2024-07-27,10:13:20
35.293648,136.220947,11.7,268,2024-07-27,10:13:21
35.293648,136.220886,12.0,266,2024-07-27,10:13:22
35.293640,136.220825,12.3,265,2024-07-27,10:13:23
35.293636,136.220764,12.3,262,2024-07-27,10:13:24
35.293629,136.220688,12.6,263,2024-07-27,10:13:25
35.293629,136.220627,12.4,266,2024-07-27,10:13:26
35.293625,136.220551,12.7,264,2024-07-27,10:13:27
35.293621,136.220474,13.0,263,2024-07-27,10:13:28
35.293613,136.220398,13.2,262,2024-07-27,10:13:29
35.293606,136.220322,13.2,263,2024-07-27,10:13:30
35.293598,136.220261,13.5,263,2024-07-27,10:13:31
35.293591,136.220169,13.9,262,2024-07-27,10:13:32
35.293583,136.220093,13.9,262,2024-07-27,10:13:33
35.293579,136.220016,13.8,264,2024-07-27,10:13:34
35.293571,136.219940,14.3,262,2024-07-27,10:13:35
35.293560,136.219849,14.3,262,2024-07-27,10:13:36
35.293552,136.219772,14.0,262,2024-07-27,10:13:37
